order_date,sales
2011-06-16,764.0
2011-06-17,3418.0
2011-06-18,140.0
2011-06-20,1830.0
2011-06-21,4108.0
2011-06-22,1976.0
2011-06-23,109.0
2011-06-24,4.0
2011-06-25,793.0
2011-06-27,616.0
2011-06-28,1645.0
2011-06-29,47.0
2011-06-30,740.0
2011-07-01,4407.0
2011-07-02,331.0
2011-07-03,1563.0
2011-07-04,1021.0
2011-07-05,1091.0
2011-07-06,281.0
2011-07-07,241.0
2011-07-09,3526.0
2011-07-10,237.0
2011-07-11,1449.0
2011-07-12,549.0
2011-07-13,351.0
2011-07-14,292.0
2011-07-15,10.0
2011-07-18,273.0
2011-07-19,462.0
2011-07-20,2286.0
2011-07-21,1962.0
2011-07-22,1350.0
2011-07-23,2613.0
2011-07-25,8342.0
2011-07-26,5041.0
2011-07-27,580.0
2011-07-28,193.0
2011-07-30,1368.0
2011-08-01,87.0
2011-08-02,180.0
2011-08-04,1959.0
2011-08-05,1800.0
2011-08-06,2501.0
2011-08-07,763.0
2011-08-08,3955.0
2011-08-09,14231.0
2011-08-10,147.0
2011-08-11,334.0
2011-08-12,1095.0
2011-08-15,842.0
2011-08-16,853.0
2011-08-17,501.0
2011-08-19,1439.0
2011-08-20,1838.0
2011-08-22,24.0
2011-08-23,566.0
2011-08-24,60.0
2011-08-25,1452.0
2011-08-26,367.0
2011-08-27,2070.0
2011-08-29,832.0
2011-08-30,121.0
2011-08-31,93.0
2011-09-02,15.0
2011-09-05,394.0
2011-09-06,5461.0
2011-09-07,265.0
2011-09-08,3605.0
2011-09-09,4045.0
2011-09-10,250.0
2011-09-11,1576.0
2011-09-12,1523.0
2011-09-13,1276.0
2011-09-14,5022.0
2011-09-15,134.0
2011-09-16,34.0
2011-09-17,820.0
2011-09-19,9339.0
2011-09-20,5337.0
2011-09-21,2680.0
2011-09-22,1241.0
2011-09-23,10662.0
2011-09-24,212.0
2011-09-25,356.0
2011-09-26,1481.0
2011-09-27,774.0
2011-09-28,490.0
2011-09-29,8109.0
2011-09-30,987.0
2011-10-01,40.0
2011-10-03,741.0
2011-10-05,2344.0
2011-10-06,492.0
2011-10-09,1856.0
2011-10-10,2049.0
2011-10-11,2003.0
2011-10-12,572.0
2011-10-13,2213.0
2011-10-14,4525.0
2011-10-15,206.0
2011-10-16,194.0
2011-10-17,136.0
2011-10-18,3135.0
2011-10-19,642.0
2011-10-20,1501.0
2011-10-21,1357.0
2011-10-22,224.0
2011-10-24,56.0
2011-10-25,104.0
2011-10-26,448.0
2011-10-27,22.0
2011-10-28,1510.0
2011-10-29,2814.0
2011-10-31,5362.0
2011-11-01,55.0
2011-11-03,918.0
2011-11-04,1915.0
2011-11-05,1643.0
2011-11-07,2186.0
2011-11-08,451.0
2011-11-09,128.0
2011-11-10,1381.0
2011-11-11,8114.0
2011-11-14,1035.0
2011-11-15,1780.0
2011-11-16,1355.0
2011-11-17,11543.0
2011-11-18,3408.0
2011-11-19,7226.0
2011-11-20,908.0
2011-11-21,1250.0
2011-11-22,1103.0
2011-11-23,1363.0
2011-11-24,5580.0
2011-11-25,4417.0
2011-11-26,1706.0
2011-11-27,204.0
2011-11-28,2281.0
2011-11-29,649.0
2011-11-30,219.0
2011-12-01,10.0
2011-12-02,2043.0
2011-12-04,1911.0
2011-12-05,735.0
2011-12-07,1959.0
2011-12-08,1832.0
2011-12-09,4904.0
2011-12-10,58.0
2011-12-11,1056.0
2011-12-12,4938.0
2011-12-13,292.0
2011-12-14,7642.0
2011-12-15,1265.0
2011-12-16,4394.0
2011-12-17,45.0
2011-12-19,3439.0
2011-12-20,6960.0
2011-12-21,1933.0
2011-12-22,799.0
2011-12-23,942.0
2011-12-24,1950.0
2011-12-26,2042.0
2011-12-27,2966.0
2011-12-28,3732.0
2011-12-29,2073.0
2011-12-30,2173.0
2011-12-31,5255.0
2012-01-03,1383.0
2012-01-05,451.0
2012-01-06,835.0
2012-01-08,1012.0
2012-01-09,2368.0
2012-01-10,1158.0
2012-01-11,3107.0
2012-01-12,7131.0
2012-01-13,623.0
2012-01-17,351.0
2012-01-19,301.0
2012-01-23,44.0
2012-01-24,13.0
2012-01-26,183.0
2012-01-27,3573.0
2012-01-28,4298.0
2012-01-30,2161.0
2012-01-31,99.0
2012-02-01,1933.0
2012-02-03,900.0
2012-02-04,299.0
2012-02-05,167.0
2012-02-07,1632.0
2012-02-08,1290.0
2012-02-10,1269.0
2012-02-11,5528.0
2012-02-14,1079.0
2012-02-15,1602.0
2012-02-16,161.0
2012-02-18,106.0
2012-02-20,317.0
2012-02-21,2591.0
2012-02-22,79.0
2012-02-23,38.0
2012-02-25,26.0
2012-02-27,1159.0
2012-02-28,552.0
2012-02-29,260.0
2012-03-01,1767.0
2012-03-02,493.0
2012-03-05,2200.0
2012-03-07,824.0
2012-03-09,1874.0
2012-03-10,275.0
2012-03-11,2802.0
2012-03-12,1972.0
2012-03-13,1385.0
2012-03-14,708.0
2012-03-15,17.0
2012-03-16,7231.0
2012-03-17,49.0
2012-03-19,5654.0
2012-03-20,1549.0
2012-03-21,1270.0
2012-03-22,2482.0
2012-03-23,634.0
2012-03-24,413.0
2012-03-26,4623.0
2012-03-27,84.0
2012-03-28,243.0
2012-03-29,1560.0
2012-03-30,572.0
2012-03-31,200.0
2012-04-01,264.0
2012-04-04,1484.0
2012-04-05,1121.0
2012-04-06,1191.0
2012-04-07,1138.0
2012-04-09,1071.0
2012-04-10,506.0
2012-04-12,5184.0
2012-04-13,3194.0
2012-04-14,35.0
2012-04-16,4162.0
2012-04-17,2746.0
2012-04-18,2006.0
2012-04-19,330.0
2012-04-20,1194.0
2012-04-21,893.0
2012-04-22,153.0
2012-04-24,26.0
2012-04-25,920.0
2012-04-26,2091.0
2012-04-27,2721.0
2012-04-28,4045.0
2012-04-29,8.0
2012-04-30,1571.0
2012-05-01,295.0
2012-05-03,1969.0
2012-05-04,2974.0
2012-05-06,1534.0
2012-05-07,122.0
2012-05-08,72.0
2012-05-09,933.0
2012-05-10,851.0
2012-05-11,834.0
2012-05-12,897.0
2012-05-13,238.0
2012-05-14,3142.0
2012-05-15,70.0
2012-05-16,256.0
2012-05-17,135.0
2012-05-18,11.0
2012-05-20,169.0
2012-05-21,73.0
2012-05-22,3862.0
2012-05-23,1305.0
2012-05-24,611.0
2012-05-25,1739.0
2012-05-26,983.0
2012-05-28,794.0
2012-05-29,1205.0
2012-05-30,681.0
2012-05-31,5179.0
2012-06-01,32.0
2012-06-02,2434.0
2012-06-03,1555.0
2012-06-04,140.0
2012-06-07,1380.0
2012-06-08,495.0
2012-06-09,1005.0
2012-06-11,11.0
2012-06-12,6061.0
2012-06-13,1128.0
2012-06-14,51.0
2012-06-15,735.0
2012-06-16,3443.0
2012-06-18,1884.0
2012-06-19,447.0
2012-06-20,830.0
2012-06-21,108.0
2012-06-22,2019.0
2012-06-23,837.0
2012-06-25,857.0
2012-06-26,1592.0
2012-06-28,1388.0
2012-06-29,433.0
2012-07-02,324.0
2012-07-03,807.0
2012-07-04,908.0
2012-07-05,306.0
2012-07-06,60.0
2012-07-08,968.0
2012-07-09,2923.0
2012-07-11,3073.0
2012-07-12,1339.0
2012-07-13,2034.0
2012-07-14,861.0
2012-07-16,3030.0
2012-07-17,447.0
2012-07-18,672.0
2012-07-19,2.0
2012-07-20,2693.0
2012-07-23,209.0
2012-07-24,526.0
2012-07-25,2395.0
2012-07-26,968.0
2012-07-27,30.0
2012-07-30,444.0
2012-07-31,3713.0
2012-08-02,130.0
2012-08-03,2563.0
2012-08-05,3981.0
2012-08-06,1081.0
2012-08-07,21.0
2012-08-08,841.0
2012-08-09,89.0
2012-08-10,222.0
2012-08-11,12199.0
2012-08-12,2673.0
2012-08-13,588.0
2012-08-15,497.0
2012-08-16,3378.0
2012-08-17,381.0
2012-08-21,2828.0
2012-08-22,67.0
2012-08-23,1203.0
2012-08-24,7195.0
2012-08-25,179.0
2012-08-27,640.0
2012-08-28,6490.0
2012-08-29,247.0
2012-08-31,2602.0
2012-09-01,364.0
2012-09-02,786.0
2012-09-03,479.0
2012-09-04,758.0
2012-09-05,49.0
2012-09-06,797.0
2012-09-07,1587.0
2012-09-08,4879.0
2012-09-10,2133.0
2012-09-11,4619.0
2012-09-12,34.0
2012-09-13,3446.0
2012-09-14,3262.0
2012-09-15,2537.0
2012-09-16,31.0
2012-09-17,11526.0
2012-09-18,3925.0
2012-09-19,500.0
2012-09-20,1836.0
2012-09-21,6983.0
2012-09-22,1783.0
2012-09-24,4221.0
2012-09-25,3034.0
2012-09-26,3722.0
2012-09-27,2383.0
2012-09-28,1060.0
2012-10-01,1018.0
2012-10-02,77.0
2012-10-03,91.0
2012-10-04,170.0
2012-10-05,155.0
2012-10-07,43.0
2012-10-08,851.0
2012-10-09,1417.0
2012-10-10,2248.0
2012-10-11,3538.0
2012-10-12,3080.0
2012-10-13,372.0
2012-10-15,3218.0
2012-10-16,825.0
2012-10-17,78.0
2012-10-18,379.0
2012-10-19,2135.0
2012-10-20,721.0
2012-10-22,15.0
2012-10-23,2263.0
2012-10-24,831.0
2012-10-25,1424.0
2012-10-26,1397.0
2012-10-28,105.0
2012-10-29,244.0
2012-10-30,2122.0
2012-10-31,3211.0
2012-11-04,1329.0
2012-11-05,192.0
2012-11-06,3375.0
2012-11-07,1941.0
2012-11-08,196.0
2012-11-09,1964.0
2012-11-10,1012.0
2012-11-11,542.0
2012-11-12,1591.0
2012-11-13,3590.0
2012-11-14,2513.0
2012-11-15,702.0
2012-11-16,4073.0
2012-11-17,3886.0
2012-11-19,1041.0
2012-11-20,2861.0
2012-11-21,3616.0
2012-11-22,616.0
2012-11-23,3451.0
2012-11-24,1219.0
2012-11-25,13.0
2012-11-26,1484.0
2012-11-27,3110.0
2012-11-28,1864.0
2012-11-29,2759.0
2012-11-30,1798.0
2012-12-01,853.0
2012-12-03,51.0
2012-12-04,41.0
2012-12-05,1062.0
2012-12-06,175.0
2012-12-07,2053.0
2012-12-09,708.0
2012-12-10,2392.0
2012-12-11,1130.0
2012-12-12,1448.0
2012-12-13,1022.0
2012-12-14,857.0
2012-12-15,5494.0
2012-12-16,5.0
2012-12-17,1919.0
2012-12-18,935.0
2012-12-19,6120.0
2012-12-20,1107.0
2012-12-21,3258.0
2012-12-22,474.0
2012-12-23,194.0
2012-12-24,7487.0
2012-12-25,4205.0
2012-12-26,562.0
2012-12-27,5149.0
2012-12-28,79.0
2012-12-29,6.0
2012-12-30,3252.0
2012-12-31,1382.0
2013-01-02,162.0
2013-01-03,111.0
2013-01-04,641.0
2013-01-05,143.0
2013-01-06,438.0
2013-01-07,1353.0
2013-01-08,2174.0
2013-01-09,24.0
2013-01-10,526.0
2013-01-11,3750.0
2013-01-12,970.0
2013-01-14,406.0
2013-01-15,703.0
2013-01-16,103.0
2013-01-17,1041.0
2013-01-21,1167.0
2013-01-22,917.0
2013-01-23,1732.0
2013-01-24,31.0
2013-01-25,859.0
2013-01-28,40.0
2013-01-30,3108.0
2013-01-31,1602.0
2013-02-01,406.0
2013-02-02,8997.0
2013-02-03,6286.0
2013-02-04,2162.0
2013-02-05,518.0
2013-02-07,1724.0
2013-02-08,1125.0
2013-02-09,5767.0
2013-02-10,782.0
2013-02-11,454.0
2013-02-12,7367.0
2013-02-13,147.0
2013-02-14,838.0
2013-02-15,407.0
2013-02-16,1136.0
2013-02-19,393.0
2013-02-20,16.0
2013-02-21,1524.0
2013-02-22,983.0
2013-02-23,58.0
2013-02-25,47.0
2013-02-27,244.0
2013-02-28,36.0
2013-03-01,2096.0
2013-03-02,866.0
2013-03-04,1455.0
2013-03-05,1099.0
2013-03-06,158.0
2013-03-07,772.0
2013-03-08,483.0
2013-03-09,6793.0
2013-03-10,18452.0
2013-03-12,4685.0
2013-03-13,1695.0
2013-03-14,8867.0
2013-03-15,670.0
2013-03-16,2357.0
2013-03-18,2362.0
2013-03-19,1062.0
2013-03-20,138.0
2013-03-21,928.0
2013-03-22,644.0
2013-03-23,227.0
2013-03-25,745.0
2013-03-26,1347.0
2013-03-27,683.0
2013-03-28,93.0
2013-03-29,125.0
2013-03-30,2659.0
2013-03-31,11.0
2013-04-01,1070.0
2013-04-02,197.0
2013-04-03,7264.0
2013-04-04,441.0
2013-04-05,1099.0
2013-04-06,71.0
2013-04-07,848.0
2013-04-08,249.0
2013-04-09,2366.0
2013-04-10,1681.0
2013-04-11,3802.0
2013-04-12,5272.0
2013-04-13,1542.0
2013-04-14,6.0
2013-04-15,1467.0
2013-04-16,2203.0
2013-04-17,9335.0
2013-04-18,421.0
2013-04-19,2515.0
2013-04-20,1413.0
2013-04-22,271.0
2013-04-23,1766.0
2013-04-24,720.0
2013-04-25,1608.0
2013-04-26,109.0
2013-04-27,435.0
2013-04-29,487.0
2013-05-01,255.0
2013-05-02,2995.0
2013-05-03,315.0
2013-05-04,971.0
2013-05-06,2317.0
2013-05-07,1650.0
2013-05-08,498.0
2013-05-09,4533.0
2013-05-10,5913.0
2013-05-11,3887.0
2013-05-12,946.0
2013-05-13,919.0
2013-05-15,456.0
2013-05-16,649.0
2013-05-17,881.0
2013-05-18,348.0
2013-05-19,122.0
2013-05-20,1583.0
2013-05-21,2472.0
2013-05-22,2718.0
2013-05-23,1799.0
2013-05-24,10560.0
2013-05-25,279.0
2013-05-26,1312.0
2013-05-27,1975.0
2013-05-28,5305.0
2013-05-29,2137.0
2013-05-30,1063.0
2013-05-31,8093.0
2013-06-02,132.0
2013-06-03,162.0
2013-06-04,1046.0
2013-06-05,2701.0
2013-06-06,660.0
2013-06-08,197.0
2013-06-09,5224.0
2013-06-11,4269.0
2013-06-12,5268.0
2013-06-13,2964.0
2013-06-14,431.0
2013-06-15,3456.0
2013-06-16,173.0
2013-06-17,146.0
2013-06-18,3002.0
2013-06-19,543.0
2013-06-20,17.0
2013-06-21,1232.0
2013-06-22,578.0
2013-06-24,2475.0
2013-06-25,5311.0
2013-06-26,893.0
2013-06-27,1920.0
2013-06-28,779.0
2013-06-29,878.0
2013-06-30,192.0
2013-07-01,84.0
2013-07-02,762.0
2013-07-03,811.0
2013-07-04,1295.0
2013-07-05,237.0
2013-07-06,6027.0
2013-07-08,320.0
2013-07-09,1314.0
2013-07-10,831.0
2013-07-11,774.0
2013-07-12,3878.0
2013-07-13,96.0
2013-07-15,2151.0
2013-07-16,380.0
2013-07-17,909.0
2013-07-18,2186.0
2013-07-19,2892.0
2013-07-20,1538.0
2013-07-21,90.0
2013-07-22,991.0
2013-07-23,1367.0
2013-07-24,653.0
2013-07-25,327.0
2013-07-26,5922.0
2013-07-29,2033.0
2013-07-30,819.0
2013-07-31,1771.0
2013-08-01,1860.0
2013-08-02,1370.0
2013-08-03,21.0
2013-08-04,1972.0
2013-08-05,4836.0
2013-08-06,52.0
2013-08-07,3883.0
2013-08-08,180.0
2013-08-10,974.0
2013-08-11,3811.0
2013-08-13,3951.0
2013-08-14,731.0
2013-08-15,925.0
2013-08-16,1681.0
2013-08-17,204.0
2013-08-18,16.0
2013-08-19,496.0
2013-08-20,449.0
2013-08-21,15.0
2013-08-22,4798.0
2013-08-23,404.0
2013-08-24,4188.0
2013-08-27,4875.0
2013-08-28,770.0
2013-08-29,321.0
2013-08-30,633.0
2013-08-31,1657.0
2013-09-01,743.0
2013-09-02,122.0
2013-09-03,2191.0
2013-09-04,2907.0
2013-09-05,1340.0
2013-09-07,2617.0
2013-09-08,1115.0
2013-09-09,4493.0
2013-09-10,562.0
2013-09-11,994.0
2013-09-12,4711.0
2013-09-13,2043.0
2013-09-14,2375.0
2013-09-15,1138.0
2013-09-16,2100.0
2013-09-17,426.0
2013-09-18,2042.0
2013-09-19,4752.0
2013-09-20,3839.0
2013-09-21,1233.0
2013-09-23,617.0
2013-09-24,1323.0
2013-09-25,2284.0
2013-09-26,3445.0
2013-09-27,2699.0
2013-09-28,1994.0
2013-09-29,99.0
2013-09-30,1307.0
2013-10-01,175.0
2013-10-03,636.0
2013-10-04,1115.0
2013-10-05,1284.0
2013-10-06,1688.0
2013-10-07,573.0
2013-10-08,662.0
2013-10-09,85.0
2013-10-10,547.0
2013-10-11,480.0
2013-10-12,1855.0
2013-10-14,1650.0
2013-10-15,3337.0
2013-10-16,1622.0
2013-10-17,142.0
2013-10-18,2954.0
2013-10-19,308.0
2013-10-21,946.0
2013-10-22,7951.0
2013-10-23,188.0
2013-10-24,467.0
2013-10-25,1366.0
2013-10-26,784.0
2013-10-28,979.0
2013-10-29,2898.0
2013-10-30,132.0
2013-10-31,160.0
2013-11-01,150.0
2013-11-02,70.0
2013-11-03,7881.0
2013-11-04,952.0
2013-11-05,763.0
2013-11-06,1413.0
2013-11-07,896.0
2013-11-09,2095.0
2013-11-10,283.0
2013-11-11,4724.0
2013-11-12,3461.0
2013-11-13,4915.0
2013-11-14,2946.0
2013-11-15,2773.0
2013-11-16,2145.0
2013-11-17,36.0
2013-11-18,143.0
2013-11-19,3959.0
2013-11-20,638.0
2013-11-21,3071.0
2013-11-22,1177.0
2013-11-23,316.0
2013-11-24,100.0
2013-11-25,6395.0
2013-11-26,7978.0
2013-11-27,8330.0
2013-11-28,1652.0
2013-11-29,3429.0
2013-11-30,300.0
2013-12-02,1366.0
2013-12-03,895.0
2013-12-05,6.0
2013-12-06,1624.0
2013-12-08,152.0
2013-12-09,6503.0
2013-12-10,33.0
2013-12-11,4945.0
2013-12-12,6103.0
2013-12-13,1982.0
2013-12-14,1194.0
2013-12-15,828.0
2013-12-16,2636.0
2013-12-17,629.0
2013-12-18,12186.0
2013-12-19,7052.0
2013-12-20,815.0
2013-12-21,134.0
2013-12-23,1044.0
2013-12-24,6966.0
2013-12-25,1939.0
2013-12-26,10487.0
2013-12-27,1829.0
2013-12-28,959.0
2013-12-30,1277.0
2013-12-31,774.0
2014-01-01,732.0
2014-01-03,18.0
2014-01-04,4982.0
2014-01-05,1392.0
2014-01-07,4723.0
2014-01-08,1560.0
2014-01-09,3164.0
2014-01-10,542.0
2014-01-11,524.0
2014-01-12,6645.0
2014-01-13,849.0
2014-01-14,4619.0
2014-01-15,1057.0
2014-01-16,2140.0
2014-01-17,6231.0
2014-01-20,2014.0
2014-01-21,769.0
2014-01-22,2548.0
2014-01-23,4212.0
2014-01-24,450.0
2014-01-25,419.0
2014-01-27,3055.0
2014-01-28,332.0
2014-01-29,1008.0
2014-01-30,295.0
2014-01-31,3749.0
2014-02-01,1482.0
2014-02-04,5973.0
2014-02-05,4108.0
2014-02-06,5058.0
2014-02-07,640.0
2014-02-08,2086.0
2014-02-09,1263.0
2014-02-10,2979.0
2014-02-11,2922.0
2014-02-12,5331.0
2014-02-14,1060.0
2014-02-17,1338.0
2014-02-18,2964.0
2014-02-19,288.0
2014-02-20,1315.0
2014-02-21,1151.0
2014-02-22,48.0
2014-02-24,117.0
2014-02-25,1449.0
2014-02-26,431.0
2014-02-27,2849.0
2014-03-01,2080.0
2014-03-02,913.0
2014-03-03,1452.0
2014-03-04,823.0
2014-03-05,400.0
2014-03-06,135.0
2014-03-07,169.0
2014-03-09,9358.0
2014-03-10,5418.0
2014-03-11,6295.0
2014-03-12,9953.0
2014-03-13,353.0
2014-03-14,4791.0
2014-03-15,50.0
2014-03-17,2013.0
2014-03-18,543.0
2014-03-19,1029.0
2014-03-20,2167.0
2014-03-21,900.0
2014-03-22,3333.0
2014-03-24,14817.0
2014-03-25,1258.0
2014-03-26,3567.0
2014-03-27,3253.0
2014-03-28,2934.0
2014-03-29,1505.0
2014-03-30,81.0
2014-03-31,657.0
2014-04-01,2070.0
2014-04-02,922.0
2014-04-03,2000.0
2014-04-04,32.0
2014-04-05,1385.0
2014-04-06,2953.0
2014-04-07,6964.0
2014-04-08,532.0
2014-04-09,1597.0
2014-04-10,2506.0
2014-04-11,4536.0
2014-04-12,1402.0
2014-04-13,70.0
2014-04-14,1346.0
2014-04-15,653.0
2014-04-16,333.0
2014-04-17,946.0
2014-04-18,3431.0
2014-04-21,2034.0
2014-04-22,1256.0
2014-04-23,947.0
2014-04-24,1199.0
2014-04-25,929.0
2014-04-26,678.0
2014-04-27,61.0
2014-04-28,576.0
2014-04-29,795.0
2014-04-30,1053.0
2014-05-02,33.0
2014-05-03,229.0
2014-05-04,808.0
2014-05-05,1388.0
2014-05-06,279.0
2014-05-08,20.0
2014-05-09,5359.0
2014-05-10,20.0
2014-05-11,10669.0
2014-05-12,2640.0
2014-05-13,970.0
2014-05-14,3066.0
2014-05-15,4182.0
2014-05-16,423.0
2014-05-17,221.0
2014-05-19,1832.0
2014-05-20,4919.0
2014-05-21,2997.0
2014-05-22,538.0
2014-05-23,337.0
2014-05-24,241.0
2014-05-26,886.0
2014-05-27,270.0
2014-05-28,2083.0
2014-05-29,1480.0
2014-05-30,690.0
2014-05-31,738.0
2014-06-02,2263.0
2014-06-03,1240.0
2014-06-05,186.0
2014-06-06,491.0
2014-06-07,476.0
2014-06-08,504.0
2014-06-09,328.0
2014-06-10,6685.0
2014-06-11,2355.0
2014-06-12,1453.0
2014-06-13,1679.0
2014-06-14,1156.0
2014-06-16,4058.0
2014-06-17,2725.0
2014-06-18,3895.0
2014-06-19,1031.0
2014-06-20,2115.0
2014-06-21,1027.0
2014-06-22,595.0
2014-06-23,579.0
2014-06-25,1289.0
2014-06-26,1507.0
2014-06-27,4225.0
2014-06-28,1644.0
2014-06-30,4523.0
2014-07-01,34.0
2014-07-02,904.0
2014-07-03,778.0
2014-07-04,114.0
2014-07-05,3183.0
2014-07-06,31.0
2014-07-07,380.0
2014-07-08,1424.0
2014-07-10,1499.0
2014-07-11,4288.0
2014-07-12,11.0
2014-07-13,4.0
2014-07-14,505.0
2014-07-15,3598.0
2014-07-16,2133.0
2014-07-17,316.0
2014-07-18,2192.0
2014-07-19,2108.0
2014-07-21,2284.0
2014-07-22,3685.0
2014-07-23,556.0
2014-07-24,898.0
2014-07-25,2400.0
2014-07-26,799.0
2014-07-27,2012.0
2014-07-28,1143.0
2014-07-29,1171.0
2014-07-30,1392.0
2014-07-31,523.0
2014-08-01,3396.0
2014-08-03,167.0
2014-08-04,1971.0
2014-08-05,2550.0
2014-08-07,1620.0
2014-08-08,3481.0
2014-08-09,3851.0
2014-08-10,2750.0
2014-08-11,2414.0
2014-08-12,2917.0
2014-08-13,3695.0
2014-08-14,2645.0
2014-08-15,441.0
2014-08-16,1950.0
2014-08-17,80.0
2014-08-18,9519.0
2014-08-19,7078.0
2014-08-20,512.0
2014-08-21,693.0
2014-08-22,8552.0
2014-08-23,525.0
2014-08-24,4591.0
2014-08-25,685.0
2014-08-26,362.0
2014-08-27,191.0
2014-08-28,6190.0
2014-08-29,1445.0
2014-08-30,234.0
2014-09-01,893.0
2014-09-03,843.0
2014-09-04,6403.0
2014-09-05,3658.0
2014-09-06,2229.0
2014-09-07,1980.0
2014-09-09,2185.0
2014-09-10,609.0
2014-09-11,384.0
2014-09-12,7643.0
2014-09-13,491.0
2014-09-14,16.0
2014-09-15,4368.0
2014-09-16,7285.0
2014-09-17,851.0
2014-09-18,4980.0
2014-09-19,1513.0
2014-09-20,1649.0
2014-09-21,7361.0
2014-09-22,338.0
2014-09-23,7871.0
2014-09-24,2396.0
2014-09-25,6451.0
2014-09-26,1414.0
2014-09-27,1486.0
2014-09-29,559.0
2014-09-30,1945.0
2014-10-01,274.0
2014-10-02,774.0
2014-10-03,711.0
2014-10-04,1628.0
2014-10-05,1078.0
2014-10-06,939.0
2014-10-07,1671.0
2014-10-09,4357.0
2014-10-10,1496.0
2014-10-11,4752.0
2014-10-12,5470.0
2014-10-13,5636.0
2014-10-14,8407.0
2014-10-15,133.0
2014-10-16,1019.0
2014-10-17,3474.0
2014-10-18,127.0
2014-10-20,2783.0
2014-10-21,1334.0
2014-10-22,4537.0
2014-10-23,15159.0
2014-10-24,3353.0
2014-10-25,529.0
2014-10-27,1001.0
2014-10-28,1088.0
2014-10-29,409.0
2014-10-30,47.0
2014-10-31,4025.0
2014-11-02,227.0
2014-11-03,1253.0
2014-11-04,755.0
2014-11-06,2515.0
2014-11-07,359.0
2014-11-08,1822.0
2014-11-09,2507.0
2014-11-10,239.0
2014-11-11,4008.0
2014-11-12,3875.0
2014-11-13,2914.0
2014-11-14,6634.0
2014-11-15,835.0
2014-11-16,559.0
2014-11-17,4754.0
2014-11-18,13696.0
2014-11-19,1470.0
2014-11-20,7397.0
2014-11-21,2991.0
2014-11-22,2237.0
2014-11-23,36.0
2014-11-24,1151.0
2014-11-25,4962.0
2014-11-26,3666.0
2014-11-27,5048.0
2014-11-28,1619.0
2014-11-29,6913.0
2014-11-30,492.0
2014-12-02,1242.0
2014-12-03,1974.0
2014-12-04,320.0
2014-12-05,449.0
